game_index,bet_type,model_prob,market_prob,fractional_kelly_used,bet_size,profit,expected_value,bankroll
111,none,0,0,0.0,0.0,0.0,0.0,1000.0
112,none,0,0,0.0,0.0,0.0,0.0,1000.0
113,none,0,0,0.0,0.0,0.0,0.0,1000.0
114,none,0,0,0.0,0.0,0.0,0.0,1000.0
115,none,0,0,0.0,0.0,0.0,0.0,1000.0
116,none,0,0,0.0,0.0,0.0,0.0,1000.0
117,none,0,0,0.0,0.0,0.0,0.0,1000.0
118,none,0,0,0.0,0.0,0.0,0.0,1000.0
119,none,0,0,0.0,0.0,0.0,0.0,1000.0
120,none,0,0,0.0,0.0,0.0,0.0,1000.0
121,none,0,0,0.0,0.0,0.0,0.0,1000.0
122,none,0,0,0.0,0.0,0.0,0.0,1000.0
123,none,0,0,0.0,0.0,0.0,0.0,1000.0
124,none,0,0,0.0,0.0,0.0,0.0,1000.0
125,none,0,0,0.0,0.0,0.0,0.0,1000.0
126,none,0,0,0.0,0.0,0.0,0.0,1000.0
127,none,0,0,0.0,0.0,0.0,0.0,1000.0
128,none,0,0,0.0,0.0,0.0,0.0,1000.0
129,none,0,0,0.0,0.0,0.0,0.0,1000.0
130,none,0,0,0.0,0.0,0.0,0.0,1000.0
131,none,0,0,0.0,0.0,0.0,0.0,1000.0
132,none,0,0,0.0,0.0,0.0,0.0,1000.0
133,none,0,0,0.0,0.0,0.0,0.0,1000.0
134,none,0,0,0.0,0.0,0.0,0.0,1000.0
135,none,0,0,0.0,0.0,0.0,0.0,1000.0
136,none,0,0,0.0,0.0,0.0,0.0,1000.0
137,none,0,0,0.0,0.0,0.0,0.0,1000.0
138,none,0,0,0.0,0.0,0.0,0.0,1000.0
139,none,0,0,0.0,0.0,0.0,0.0,1000.0
140,none,0,0,0.0,0.0,0.0,0.0,1000.0
141,none,0,0,0.0,0.0,0.0,0.0,1000.0
142,none,0,0,0.0,0.0,0.0,0.0,1000.0
143,none,0,0,0.0,0.0,0.0,0.0,1000.0
144,none,0,0,0.0,0.0,0.0,0.0,1000.0
145,none,0,0,0.0,0.0,0.0,0.0,1000.0
146,none,0,0,0.0,0.0,0.0,0.0,1000.0
147,none,0,0,0.0,0.0,0.0,0.0,1000.0
148,none,0,0,0.0,0.0,0.0,0.0,1000.0
149,none,0,0,0.0,0.0,0.0,0.0,1000.0
150,none,0,0,0.0,0.0,0.0,0.0,1000.0
151,none,0,0,0.0,0.0,0.0,0.0,1000.0
152,none,0,0,0.0,0.0,0.0,0.0,1000.0
153,none,0,0,0.0,0.0,0.0,0.0,1000.0
154,none,0,0,0.0,0.0,0.0,0.0,1000.0
155,none,0,0,0.0,0.0,0.0,0.0,1000.0
156,none,0,0,0.0,0.0,0.0,0.0,1000.0
157,none,0,0,0.0,0.0,0.0,0.0,1000.0
158,none,0,0,0.0,0.0,0.0,0.0,1000.0
159,none,0,0,0.0,0.0,0.0,0.0,1000.0
160,none,0,0,0.0,0.0,0.0,0.0,1000.0
161,none,0,0,0.0,0.0,0.0,0.0,1000.0
162,none,0,0,0.0,0.0,0.0,0.0,1000.0
163,none,0,0,0.0,0.0,0.0,0.0,1000.0
164,none,0,0,0.0,0.0,0.0,0.0,1000.0
165,none,0,0,0.0,0.0,0.0,0.0,1000.0
166,none,0,0,0.0,0.0,0.0,0.0,1000.0
167,none,0,0,0.0,0.0,0.0,0.0,1000.0
168,none,0,0,0.0,0.0,0.0,0.0,1000.0
169,none,0,0,0.0,0.0,0.0,0.0,1000.0
170,none,0,0,0.0,0.0,0.0,0.0,1000.0
171,none,0,0,0.0,0.0,0.0,0.0,1000.0
172,none,0,0,0.0,0.0,0.0,0.0,1000.0
173,none,0,0,0.0,0.0,0.0,0.0,1000.0
174,none,0,0,0.0,0.0,0.0,0.0,1000.0
175,none,0,0,0.0,0.0,0.0,0.0,1000.0
176,none,0,0,0.0,0.0,0.0,0.0,1000.0
177,none,0,0,0.0,0.0,0.0,0.0,1000.0
178,none,0,0,0.0,0.0,0.0,0.0,1000.0
179,none,0,0,0.0,0.0,0.0,0.0,1000.0
180,none,0,0,0.0,0.0,0.0,0.0,1000.0
181,none,0,0,0.0,0.0,0.0,0.0,1000.0
182,none,0,0,0.0,0.0,0.0,0.0,1000.0
183,none,0,0,0.0,0.0,0.0,0.0,1000.0
184,none,0,0,0.0,0.0,0.0,0.0,1000.0
185,none,0,0,0.0,0.0,0.0,0.0,1000.0
186,none,0,0,0.0,0.0,0.0,0.0,1000.0
187,none,0,0,0.0,0.0,0.0,0.0,1000.0
188,none,0,0,0.0,0.0,0.0,0.0,1000.0
189,none,0,0,0.0,0.0,0.0,0.0,1000.0
190,none,0,0,0.0,0.0,0.0,0.0,1000.0
191,none,0,0,0.0,0.0,0.0,0.0,1000.0
192,none,0,0,0.0,0.0,0.0,0.0,1000.0
193,none,0,0,0.0,0.0,0.0,0.0,1000.0
194,none,0,0,0.0,0.0,0.0,0.0,1000.0
195,none,0,0,0.0,0.0,0.0,0.0,1000.0
196,none,0,0,0.0,0.0,0.0,0.0,1000.0
197,none,0,0,0.0,0.0,0.0,0.0,1000.0
198,none,0,0,0.0,0.0,0.0,0.0,1000.0
199,none,0,0,0.0,0.0,0.0,0.0,1000.0
200,none,0,0,0.0,0.0,0.0,0.0,1000.0
201,none,0,0,0.0,0.0,0.0,0.0,1000.0
202,none,0,0,0.0,0.0,0.0,0.0,1000.0
203,none,0,0,0.0,0.0,0.0,0.0,1000.0
204,none,0,0,0.0,0.0,0.0,0.0,1000.0
205,none,0,0,0.0,0.0,0.0,0.0,1000.0
206,none,0,0,0.0,0.0,0.0,0.0,1000.0
207,none,0,0,0.0,0.0,0.0,0.0,1000.0
208,none,0,0,0.0,0.0,0.0,0.0,1000.0
209,none,0,0,0.0,0.0,0.0,0.0,1000.0
210,none,0,0,0.0,0.0,0.0,0.0,1000.0
211,none,0,0,0.0,0.0,0.0,0.0,1000.0
212,none,0,0,0.0,0.0,0.0,0.0,1000.0
213,none,0,0,0.0,0.0,0.0,0.0,1000.0
214,none,0,0,0.0,0.0,0.0,0.0,1000.0
215,none,0,0,0.0,0.0,0.0,0.0,1000.0
216,none,0,0,0.0,0.0,0.0,0.0,1000.0
217,none,0,0,0.0,0.0,0.0,0.0,1000.0
218,none,0,0,0.0,0.0,0.0,0.0,1000.0
219,none,0,0,0.0,0.0,0.0,0.0,1000.0
220,none,0,0,0.0,0.0,0.0,0.0,1000.0
221,none,0,0,0.0,0.0,0.0,0.0,1000.0
222,none,0,0,0.0,0.0,0.0,0.0,1000.0
223,none,0,0,0.0,0.0,0.0,0.0,1000.0
224,none,0,0,0.0,0.0,0.0,0.0,1000.0
225,none,0,0,0.0,0.0,0.0,0.0,1000.0
226,none,0,0,0.0,0.0,0.0,0.0,1000.0
227,none,0,0,0.0,0.0,0.0,0.0,1000.0
228,none,0,0,0.0,0.0,0.0,0.0,1000.0
229,none,0,0,0.0,0.0,0.0,0.0,1000.0
230,none,0,0,0.0,0.0,0.0,0.0,1000.0
231,none,0,0,0.0,0.0,0.0,0.0,1000.0
232,none,0,0,0.0,0.0,0.0,0.0,1000.0
233,none,0,0,0.0,0.0,0.0,0.0,1000.0
234,none,0,0,0.0,0.0,0.0,0.0,1000.0
235,none,0,0,0.0,0.0,0.0,0.0,1000.0
236,none,0,0,0.0,0.0,0.0,0.0,1000.0
237,none,0,0,0.0,0.0,0.0,0.0,1000.0
238,none,0,0,0.0,0.0,0.0,0.0,1000.0
239,none,0,0,0.0,0.0,0.0,0.0,1000.0
240,none,0,0,0.0,0.0,0.0,0.0,1000.0
241,none,0,0,0.0,0.0,0.0,0.0,1000.0
242,none,0,0,0.0,0.0,0.0,0.0,1000.0
243,none,0,0,0.0,0.0,0.0,0.0,1000.0
244,none,0,0,0.0,0.0,0.0,0.0,1000.0
245,none,0,0,0.0,0.0,0.0,0.0,1000.0
246,none,0,0,0.0,0.0,0.0,0.0,1000.0
247,none,0,0,0.0,0.0,0.0,0.0,1000.0
248,none,0,0,0.0,0.0,0.0,0.0,1000.0
249,none,0,0,0.0,0.0,0.0,0.0,1000.0
250,none,0,0,0.0,0.0,0.0,0.0,1000.0
251,none,0,0,0.0,0.0,0.0,0.0,1000.0
252,none,0,0,0.0,0.0,0.0,0.0,1000.0
253,none,0,0,0.0,0.0,0.0,0.0,1000.0
254,none,0,0,0.0,0.0,0.0,0.0,1000.0
255,none,0,0,0.0,0.0,0.0,0.0,1000.0
256,none,0,0,0.0,0.0,0.0,0.0,1000.0
257,none,0,0,0.0,0.0,0.0,0.0,1000.0
258,none,0,0,0.0,0.0,0.0,0.0,1000.0
259,none,0,0,0.0,0.0,0.0,0.0,1000.0
260,none,0,0,0.0,0.0,0.0,0.0,1000.0
261,none,0,0,0.0,0.0,0.0,0.0,1000.0
262,none,0,0,0.0,0.0,0.0,0.0,1000.0
263,none,0,0,0.0,0.0,0.0,0.0,1000.0
264,none,0,0,0.0,0.0,0.0,0.0,1000.0
265,none,0,0,0.0,0.0,0.0,0.0,1000.0
266,none,0,0,0.0,0.0,0.0,0.0,1000.0
267,none,0,0,0.0,0.0,0.0,0.0,1000.0
268,none,0,0,0.0,0.0,0.0,0.0,1000.0
269,none,0,0,0.0,0.0,0.0,0.0,1000.0
270,none,0,0,0.0,0.0,0.0,0.0,1000.0
271,none,0,0,0.0,0.0,0.0,0.0,1000.0
272,none,0,0,0.0,0.0,0.0,0.0,1000.0
273,none,0,0,0.0,0.0,0.0,0.0,1000.0
274,none,0,0,0.0,0.0,0.0,0.0,1000.0
275,none,0,0,0.0,0.0,0.0,0.0,1000.0
276,none,0,0,0.0,0.0,0.0,0.0,1000.0
277,none,0,0,0.0,0.0,0.0,0.0,1000.0
278,none,0,0,0.0,0.0,0.0,0.0,1000.0
279,none,0,0,0.0,0.0,0.0,0.0,1000.0
280,none,0,0,0.0,0.0,0.0,0.0,1000.0
281,none,0,0,0.0,0.0,0.0,0.0,1000.0
282,none,0,0,0.0,0.0,0.0,0.0,1000.0
283,none,0,0,0.0,0.0,0.0,0.0,1000.0
284,none,0,0,0.0,0.0,0.0,0.0,1000.0
285,none,0,0,0.0,0.0,0.0,0.0,1000.0
286,none,0,0,0.0,0.0,0.0,0.0,1000.0
287,none,0,0,0.0,0.0,0.0,0.0,1000.0
288,none,0,0,0.0,0.0,0.0,0.0,1000.0
289,none,0,0,0.0,0.0,0.0,0.0,1000.0
290,none,0,0,0.0,0.0,0.0,0.0,1000.0
291,none,0,0,0.0,0.0,0.0,0.0,1000.0
292,none,0,0,0.0,0.0,0.0,0.0,1000.0
293,none,0,0,0.0,0.0,0.0,0.0,1000.0
294,none,0,0,0.0,0.0,0.0,0.0,1000.0
295,none,0,0,0.0,0.0,0.0,0.0,1000.0
296,none,0,0,0.0,0.0,0.0,0.0,1000.0
297,none,0,0,0.0,0.0,0.0,0.0,1000.0
298,none,0,0,0.0,0.0,0.0,0.0,1000.0
299,none,0,0,0.0,0.0,0.0,0.0,1000.0
300,none,0,0,0.0,0.0,0.0,0.0,1000.0
301,none,0,0,0.0,0.0,0.0,0.0,1000.0
302,none,0,0,0.0,0.0,0.0,0.0,1000.0
303,none,0,0,0.0,0.0,0.0,0.0,1000.0
304,none,0,0,0.0,0.0,0.0,0.0,1000.0
305,none,0,0,0.0,0.0,0.0,0.0,1000.0
306,none,0,0,0.0,0.0,0.0,0.0,1000.0
307,none,0,0,0.0,0.0,0.0,0.0,1000.0
308,none,0,0,0.0,0.0,0.0,0.0,1000.0
309,none,0,0,0.0,0.0,0.0,0.0,1000.0
310,none,0,0,0.0,0.0,0.0,0.0,1000.0
311,none,0,0,0.0,0.0,0.0,0.0,1000.0
312,none,0,0,0.0,0.0,0.0,0.0,1000.0
313,none,0,0,0.0,0.0,0.0,0.0,1000.0
314,none,0,0,0.0,0.0,0.0,0.0,1000.0
315,none,0,0,0.0,0.0,0.0,0.0,1000.0
316,none,0,0,0.0,0.0,0.0,0.0,1000.0
317,none,0,0,0.0,0.0,0.0,0.0,1000.0
318,none,0,0,0.0,0.0,0.0,0.0,1000.0
319,none,0,0,0.0,0.0,0.0,0.0,1000.0
320,none,0,0,0.0,0.0,0.0,0.0,1000.0
321,none,0,0,0.0,0.0,0.0,0.0,1000.0
322,none,0,0,0.0,0.0,0.0,0.0,1000.0
323,none,0,0,0.0,0.0,0.0,0.0,1000.0
324,none,0,0,0.0,0.0,0.0,0.0,1000.0
325,none,0,0,0.0,0.0,0.0,0.0,1000.0
326,none,0,0,0.0,0.0,0.0,0.0,1000.0
327,none,0,0,0.0,0.0,0.0,0.0,1000.0
328,none,0,0,0.0,0.0,0.0,0.0,1000.0
329,none,0,0,0.0,0.0,0.0,0.0,1000.0
330,none,0,0,0.0,0.0,0.0,0.0,1000.0
331,none,0,0,0.0,0.0,0.0,0.0,1000.0
332,none,0,0,0.0,0.0,0.0,0.0,1000.0
333,none,0,0,0.0,0.0,0.0,0.0,1000.0
334,none,0,0,0.0,0.0,0.0,0.0,1000.0
335,none,0,0,0.0,0.0,0.0,0.0,1000.0
336,none,0,0,0.0,0.0,0.0,0.0,1000.0
337,none,0,0,0.0,0.0,0.0,0.0,1000.0
338,none,0,0,0.0,0.0,0.0,0.0,1000.0
339,none,0,0,0.0,0.0,0.0,0.0,1000.0
340,none,0,0,0.0,0.0,0.0,0.0,1000.0
341,none,0,0,0.0,0.0,0.0,0.0,1000.0
342,none,0,0,0.0,0.0,0.0,0.0,1000.0
343,none,0,0,0.0,0.0,0.0,0.0,1000.0
344,none,0,0,0.0,0.0,0.0,0.0,1000.0
345,none,0,0,0.0,0.0,0.0,0.0,1000.0
346,none,0,0,0.0,0.0,0.0,0.0,1000.0
347,none,0,0,0.0,0.0,0.0,0.0,1000.0
348,none,0,0,0.0,0.0,0.0,0.0,1000.0
349,none,0,0,0.0,0.0,0.0,0.0,1000.0
350,none,0,0,0.0,0.0,0.0,0.0,1000.0
351,none,0,0,0.0,0.0,0.0,0.0,1000.0
352,none,0,0,0.0,0.0,0.0,0.0,1000.0
353,none,0,0,0.0,0.0,0.0,0.0,1000.0
354,none,0,0,0.0,0.0,0.0,0.0,1000.0
355,none,0,0,0.0,0.0,0.0,0.0,1000.0
356,none,0,0,0.0,0.0,0.0,0.0,1000.0
357,none,0,0,0.0,0.0,0.0,0.0,1000.0
358,none,0,0,0.0,0.0,0.0,0.0,1000.0
359,none,0,0,0.0,0.0,0.0,0.0,1000.0
360,none,0,0,0.0,0.0,0.0,0.0,1000.0
361,none,0,0,0.0,0.0,0.0,0.0,1000.0
362,none,0,0,0.0,0.0,0.0,0.0,1000.0
363,none,0,0,0.0,0.0,0.0,0.0,1000.0
364,none,0,0,0.0,0.0,0.0,0.0,1000.0
365,none,0,0,0.0,0.0,0.0,0.0,1000.0
366,none,0,0,0.0,0.0,0.0,0.0,1000.0
367,none,0,0,0.0,0.0,0.0,0.0,1000.0
368,none,0,0,0.0,0.0,0.0,0.0,1000.0
369,none,0,0,0.0,0.0,0.0,0.0,1000.0
370,none,0,0,0.0,0.0,0.0,0.0,1000.0
371,none,0,0,0.0,0.0,0.0,0.0,1000.0
372,none,0,0,0.0,0.0,0.0,0.0,1000.0
373,none,0,0,0.0,0.0,0.0,0.0,1000.0
374,none,0,0,0.0,0.0,0.0,0.0,1000.0
375,none,0,0,0.0,0.0,0.0,0.0,1000.0
376,none,0,0,0.0,0.0,0.0,0.0,1000.0
377,none,0,0,0.0,0.0,0.0,0.0,1000.0
378,none,0,0,0.0,0.0,0.0,0.0,1000.0
379,none,0,0,0.0,0.0,0.0,0.0,1000.0
380,none,0,0,0.0,0.0,0.0,0.0,1000.0
381,none,0,0,0.0,0.0,0.0,0.0,1000.0
382,none,0,0,0.0,0.0,0.0,0.0,1000.0
383,none,0,0,0.0,0.0,0.0,0.0,1000.0
384,none,0,0,0.0,0.0,0.0,0.0,1000.0
385,none,0,0,0.0,0.0,0.0,0.0,1000.0
386,none,0,0,0.0,0.0,0.0,0.0,1000.0
387,none,0,0,0.0,0.0,0.0,0.0,1000.0
388,none,0,0,0.0,0.0,0.0,0.0,1000.0
389,none,0,0,0.0,0.0,0.0,0.0,1000.0
390,none,0,0,0.0,0.0,0.0,0.0,1000.0
391,none,0,0,0.0,0.0,0.0,0.0,1000.0
392,none,0,0,0.0,0.0,0.0,0.0,1000.0
393,none,0,0,0.0,0.0,0.0,0.0,1000.0
394,none,0,0,0.0,0.0,0.0,0.0,1000.0
395,none,0,0,0.0,0.0,0.0,0.0,1000.0
396,none,0,0,0.0,0.0,0.0,0.0,1000.0
397,none,0,0,0.0,0.0,0.0,0.0,1000.0
398,none,0,0,0.0,0.0,0.0,0.0,1000.0
399,none,0,0,0.0,0.0,0.0,0.0,1000.0
400,none,0,0,0.0,0.0,0.0,0.0,1000.0
401,none,0,0,0.0,0.0,0.0,0.0,1000.0
402,none,0,0,0.0,0.0,0.0,0.0,1000.0
403,none,0,0,0.0,0.0,0.0,0.0,1000.0
404,none,0,0,0.0,0.0,0.0,0.0,1000.0
405,none,0,0,0.0,0.0,0.0,0.0,1000.0
406,none,0,0,0.0,0.0,0.0,0.0,1000.0
407,none,0,0,0.0,0.0,0.0,0.0,1000.0
408,none,0,0,0.0,0.0,0.0,0.0,1000.0
409,none,0,0,0.0,0.0,0.0,0.0,1000.0
410,none,0,0,0.0,0.0,0.0,0.0,1000.0
411,none,0,0,0.0,0.0,0.0,0.0,1000.0
412,none,0,0,0.0,0.0,0.0,0.0,1000.0
413,none,0,0,0.0,0.0,0.0,0.0,1000.0
414,none,0,0,0.0,0.0,0.0,0.0,1000.0
415,none,0,0,0.0,0.0,0.0,0.0,1000.0
416,none,0,0,0.0,0.0,0.0,0.0,1000.0
417,none,0,0,0.0,0.0,0.0,0.0,1000.0
418,none,0,0,0.0,0.0,0.0,0.0,1000.0
419,none,0,0,0.0,0.0,0.0,0.0,1000.0
420,none,0,0,0.0,0.0,0.0,0.0,1000.0
421,none,0,0,0.0,0.0,0.0,0.0,1000.0
422,none,0,0,0.0,0.0,0.0,0.0,1000.0
423,none,0,0,0.0,0.0,0.0,0.0,1000.0
424,none,0,0,0.0,0.0,0.0,0.0,1000.0
425,none,0,0,0.0,0.0,0.0,0.0,1000.0
426,none,0,0,0.0,0.0,0.0,0.0,1000.0
427,none,0,0,0.0,0.0,0.0,0.0,1000.0
428,none,0,0,0.0,0.0,0.0,0.0,1000.0
429,none,0,0,0.0,0.0,0.0,0.0,1000.0
430,none,0,0,0.0,0.0,0.0,0.0,1000.0
431,none,0,0,0.0,0.0,0.0,0.0,1000.0
432,none,0,0,0.0,0.0,0.0,0.0,1000.0
433,none,0,0,0.0,0.0,0.0,0.0,1000.0
434,none,0,0,0.0,0.0,0.0,0.0,1000.0
435,none,0,0,0.0,0.0,0.0,0.0,1000.0
436,none,0,0,0.0,0.0,0.0,0.0,1000.0
437,none,0,0,0.0,0.0,0.0,0.0,1000.0
438,none,0,0,0.0,0.0,0.0,0.0,1000.0
439,none,0,0,0.0,0.0,0.0,0.0,1000.0
440,none,0,0,0.0,0.0,0.0,0.0,1000.0
441,none,0,0,0.0,0.0,0.0,0.0,1000.0
442,none,0,0,0.0,0.0,0.0,0.0,1000.0
443,none,0,0,0.0,0.0,0.0,0.0,1000.0
444,none,0,0,0.0,0.0,0.0,0.0,1000.0
445,none,0,0,0.0,0.0,0.0,0.0,1000.0
446,none,0,0,0.0,0.0,0.0,0.0,1000.0
447,none,0,0,0.0,0.0,0.0,0.0,1000.0
448,none,0,0,0.0,0.0,0.0,0.0,1000.0
449,none,0,0,0.0,0.0,0.0,0.0,1000.0
450,none,0,0,0.0,0.0,0.0,0.0,1000.0
451,none,0,0,0.0,0.0,0.0,0.0,1000.0
452,none,0,0,0.0,0.0,0.0,0.0,1000.0
453,none,0,0,0.0,0.0,0.0,0.0,1000.0
454,none,0,0,0.0,0.0,0.0,0.0,1000.0
455,none,0,0,0.0,0.0,0.0,0.0,1000.0
456,none,0,0,0.0,0.0,0.0,0.0,1000.0
457,none,0,0,0.0,0.0,0.0,0.0,1000.0
458,none,0,0,0.0,0.0,0.0,0.0,1000.0
459,none,0,0,0.0,0.0,0.0,0.0,1000.0
460,none,0,0,0.0,0.0,0.0,0.0,1000.0
461,none,0,0,0.0,0.0,0.0,0.0,1000.0
462,none,0,0,0.0,0.0,0.0,0.0,1000.0
463,none,0,0,0.0,0.0,0.0,0.0,1000.0
464,none,0,0,0.0,0.0,0.0,0.0,1000.0
465,none,0,0,0.0,0.0,0.0,0.0,1000.0
466,none,0,0,0.0,0.0,0.0,0.0,1000.0
467,none,0,0,0.0,0.0,0.0,0.0,1000.0
468,none,0,0,0.0,0.0,0.0,0.0,1000.0
469,none,0,0,0.0,0.0,0.0,0.0,1000.0
470,none,0,0,0.0,0.0,0.0,0.0,1000.0
471,none,0,0,0.0,0.0,0.0,0.0,1000.0
472,none,0,0,0.0,0.0,0.0,0.0,1000.0
473,none,0,0,0.0,0.0,0.0,0.0,1000.0
474,none,0,0,0.0,0.0,0.0,0.0,1000.0
475,none,0,0,0.0,0.0,0.0,0.0,1000.0
476,none,0,0,0.0,0.0,0.0,0.0,1000.0
477,none,0,0,0.0,0.0,0.0,0.0,1000.0
478,none,0,0,0.0,0.0,0.0,0.0,1000.0
